Área,Grupos de edad,Sexo,Total,Año
Bogotá, 0-4,Hombres,304095,2005
Bogotá, 0-4,Mujeres,290790,2005
Bogotá, 5-9  ,Hombres,317962,2005
Bogotá, 5-9  ,Mujeres,305340,2005
Bogotá, 10-14  ,Hombres,325522,2005
Bogotá, 10-14  ,Mujeres,312530,2005
Bogotá, 15-19,Hombres,307736,2005
Bogotá, 15-19,Mujeres,300289,2005
Bogotá, 20-24,Hombres,308620,2005
Bogotá, 20-24,Mujeres,335953,2005
Bogotá, 25-29,Hombres,292733,2005
Bogotá, 25-29,Mujeres,318352,2005
Bogotá, 30-34,Hombres,256734,2005
Bogotá, 30-34,Mujeres,280767,2005
Bogotá, 35-39,Hombres,246053,2005
Bogotá, 35-39,Mujeres,276102,2005
Bogotá, 40-44,Hombres,232004,2005
Bogotá, 40-44,Mujeres,267213,2005
Bogotá, 45-49,Hombres,192005,2005
Bogotá, 45-49,Mujeres,227516,2005
Bogotá, 50-54,Hombres,149116,2005
Bogotá, 50-54,Mujeres,178812,2005
Bogotá, 55-59,Hombres,114927,2005
Bogotá, 55-59,Mujeres,138070,2005
Bogotá, 60-64,Hombres,84365,2005
Bogotá, 60-64,Mujeres,102054,2005
Bogotá, 65-69,Hombres,58395,2005
Bogotá, 65-69,Mujeres,77296,2005
Bogotá, 70-74,Hombres,42022,2005
Bogotá, 70-74,Mujeres,57912,2005
Bogotá, 75-79,Hombres,29381,2005
Bogotá, 75-79,Mujeres,43193,2005
Bogotá, 80 y más,Hombres,24038,2005
Bogotá, 80 y más,Mujeres,42219,2005
Bogotá, 0-4,Hombres,304059,2010
Bogotá, 0-4,Mujeres,289775,2010
Bogotá, 5-9  ,Hombres,306436,2010
Bogotá, 5-9  ,Mujeres,292071,2010
Bogotá, 10-14  ,Hombres,319911,2010
Bogotá, 10-14  ,Mujeres,308646,2010
Bogotá, 15-19,Hombres,331371,2010
Bogotá, 15-19,Mujeres,320742,2010
Bogotá, 20-24,Hombres,314591,2010
Bogotá, 20-24,Mujeres,310388,2010
Bogotá, 25-29,Hombres,312007,2010
Bogotá, 25-29,Mujeres,341825,2010
Bogotá, 30-34,Hombres,293278,2010
Bogotá, 30-34,Mujeres,320707,2010
Bogotá, 35-39,Hombres,256024,2010
Bogotá, 35-39,Mujeres,281535,2010
Bogotá, 40-44,Hombres,244290,2010
Bogotá, 40-44,Mujeres,275771,2010
Bogotá, 45-49,Hombres,229412,2010
Bogotá, 45-49,Mujeres,265949,2010
Bogotá, 50-54,Hombres,188754,2010
Bogotá, 50-54,Mujeres,225498,2010
Bogotá, 55-59,Hombres,145064,2010
Bogotá, 55-59,Mujeres,176026,2010
Bogotá, 60-64,Hombres,109817,2010
Bogotá, 60-64,Mujeres,134465,2010
Bogotá, 65-69,Hombres,78036,2010
Bogotá, 65-69,Mujeres,97554,2010
Bogotá, 70-74,Hombres,51185,2010
Bogotá, 70-74,Mujeres,71279,2010
Bogotá, 75-79,Hombres,33870,2010
Bogotá, 75-79,Mujeres,50271,2010
Bogotá, 80 y más,Hombres,30608,2010
Bogotá, 80 y más,Mujeres,52567,2010
Bogotá, 0-4,Hombres,309432,2015
Bogotá, 0-4,Mujeres,293798,2015
Bogotá, 5-9  ,Hombres,306434,2015
Bogotá, 5-9  ,Mujeres,291748,2015
Bogotá, 10-14  ,Hombres,309819,2015
Bogotá, 10-14  ,Mujeres,295249,2015
Bogotá, 15-19,Hombres,325752,2015
Bogotá, 15-19,Mujeres,316724,2015
Bogotá, 20-24,Hombres,338888,2015
Bogotá, 20-24,Mujeres,331072,2015
Bogotá, 25-29,Hombres,319048,2015
Bogotá, 25-29,Mujeres,316585,2015
Bogotá, 30-34,Hombres,313458,2015
Bogotá, 30-34,Mujeres,344416,2015
Bogotá, 35-39,Hombres,293158,2015
Bogotá, 35-39,Mujeres,321621,2015
Bogotá, 40-44,Hombres,254902,2015
Bogotá, 40-44,Mujeres,281441,2015
Bogotá, 45-49,Hombres,242123,2015
Bogotá, 45-49,Mujeres,274714,2015
Bogotá, 50-54,Hombres,225926,2015
Bogotá, 50-54,Mujeres,263777,2015
Bogotá, 55-59,Hombres,183930,2015
Bogotá, 55-59,Mujeres,222154,2015
Bogotá, 60-64,Hombres,138521,2015
Bogotá, 60-64,Mujeres,171404,2015
Bogotá, 65-69,Hombres,101631,2015
Bogotá, 65-69,Mujeres,128566,2015
Bogotá, 70-74,Hombres,68583,2015
Bogotá, 70-74,Mujeres,90087,2015
Bogotá, 75-79,Hombres,41392,2015
Bogotá, 75-79,Mujeres,62014,2015
Bogotá, 80 y más,Hombres,37016,2015
Bogotá, 80 y más,Mujeres,63400,2015
Bogotá, 0-4,Hombres,313691,2019
Bogotá, 0-4,Mujeres,296937,2019
Bogotá, 5-9  ,Hombres,311176,2019
Bogotá, 5-9  ,Mujeres,294165,2019
Bogotá, 10-14  ,Hombres,310339,2019
Bogotá, 10-14  ,Mujeres,294725,2019
Bogotá, 15-19,Hombres,316119,2019
Bogotá, 15-19,Mujeres,305917,2019
Bogotá, 20-24,Hombres,336469,2019
Bogotá, 20-24,Mujeres,329658,2019
Bogotá, 25-29,Hombres,340646,2019
Bogotá, 25-29,Mujeres,334246,2019
Bogotá, 30-34,Hombres,318101,2019
Bogotá, 30-34,Mujeres,321968,2019
Bogotá, 35-39,Hombres,311029,2019
Bogotá, 35-39,Mujeres,345223,2019
Bogotá, 40-44,Hombres,285069,2019
Bogotá, 40-44,Mujeres,313378,2019
Bogotá, 45-49,Hombres,248539,2019
Bogotá, 45-49,Mujeres,276771,2019
Bogotá, 50-54,Hombres,237024,2019
Bogotá, 50-54,Mujeres,272275,2019
Bogotá, 55-59,Hombres,214707,2019
Bogotá, 55-59,Mujeres,254863,2019
Bogotá, 60-64,Hombres,168083,2019
Bogotá, 60-64,Mujeres,207678,2019
Bogotá, 65-69,Hombres,122582,2019
Bogotá, 65-69,Mujeres,156486,2019
Bogotá, 70-74,Hombres,85438,2019
Bogotá, 70-74,Mujeres,113278,2019
Bogotá, 75-79,Hombres,52069,2019
Bogotá, 75-79,Mujeres,74571,2019
Bogotá, 80 y más,Hombres,43360,2019
Bogotá, 80 y más,Mujeres,74450,2019
Usaquén, 0-4,Hombres,15062,2005
Usaquén, 0-4,Mujeres,15420,2005
Usaquén, 5-9  ,Hombres,16214,2005
Usaquén, 5-9  ,Mujeres,16670,2005
Usaquén, 10-14  ,Hombres,17065,2005
Usaquén, 10-14  ,Mujeres,17536,2005
Usaquén, 15-19,Hombres,18094,2005
Usaquén, 15-19,Mujeres,18889,2005
Usaquén, 20-24,Hombres,19219,2005
Usaquén, 20-24,Mujeres,22438,2005
Usaquén, 25-29,Hombres,18620,2005
Usaquén, 25-29,Mujeres,21697,2005
Usaquén, 30-34,Hombres,16298,2005
Usaquén, 30-34,Mujeres,19098,2005
Usaquén, 35-39,Hombres,15174,2005
Usaquén, 35-39,Mujeres,18266,2005
Usaquén, 40-44,Hombres,14891,2005
Usaquén, 40-44,Mujeres,18408,2005
Usaquén, 45-49,Hombres,13423,2005
Usaquén, 45-49,Mujeres,17080,2005
Usaquén, 50-54,Hombres,11301,2005
Usaquén, 50-54,Mujeres,14552,2005
Usaquén, 55-59,Hombres,9209,2005
Usaquén, 55-59,Mujeres,11877,2005
Usaquén, 60-64,Hombres,6736,2005
Usaquén, 60-64,Mujeres,8755,2005
Usaquén, 65-69,Hombres,4869,2005
Usaquén, 65-69,Mujeres,6941,2005
Usaquén, 70-74,Hombres,3435,2005
Usaquén, 70-74,Mujeres,5106,2005
Usaquén, 75-79,Hombres,2488,2005
Usaquén, 75-79,Mujeres,3957,2005
Usaquén, 80 y más,Hombres,2104,2005
Usaquén, 80 y más,Mujeres,4032,2005
Usaquén, 0-4,Hombres,14266,2015
Usaquén, 0-4,Mujeres,14374,2015
Usaquén, 5-9  ,Hombres,14551,2015
Usaquén, 5-9  ,Mujeres,14698,2015
Usaquén, 10-14  ,Hombres,15144,2015
Usaquén, 10-14  ,Mujeres,15311,2015
Usaquén, 15-19,Hombres,17957,2015
Usaquén, 15-19,Mujeres,18529,2015
Usaquén, 20-24,Hombres,19951,2015
Usaquén, 20-24,Mujeres,20675,2015
Usaquén, 25-29,Hombres,19173,2015
Usaquén, 25-29,Mujeres,20168,2015
Usaquén, 30-34,Hombres,18694,2015
Usaquén, 30-34,Mujeres,21832,2015
Usaquén, 35-39,Hombres,16998,2015
Usaquén, 35-39,Mujeres,19824,2015
Usaquén, 40-44,Hombres,15444,2015
Usaquén, 40-44,Mujeres,18126,2015
Usaquén, 45-49,Hombres,16023,2015
Usaquén, 45-49,Mujeres,19342,2015
Usaquén, 50-54,Hombres,16230,2015
Usaquén, 50-54,Mujeres,20176,2015
Usaquén, 55-59,Hombres,14018,2015
Usaquén, 55-59,Mujeres,18050,2015
Usaquén, 60-64,Hombres,10552,2015
Usaquén, 60-64,Mujeres,13939,2015
Usaquén, 65-69,Hombres,8138,2015
Usaquén, 65-69,Mujeres,10996,2015
Usaquén, 70-74,Hombres,5406,2015
Usaquén, 70-74,Mujeres,7601,2015
Usaquén, 75-79,Hombres,3392,2015
Usaquén, 75-79,Mujeres,5472,2015
Usaquén, 80 y más,Hombres,3157,2015
Usaquén, 80 y más,Mujeres,5859,2015
Usaquén, 0-4,Hombres,13529,2019
Usaquén, 0-4,Mujeres,12798,2019
Usaquén, 5-9  ,Hombres,14236,2019
Usaquén, 5-9  ,Mujeres,13435,2019
Usaquén, 10-14  ,Hombres,14965,2019
Usaquén, 10-14  ,Mujeres,14371,2019
Usaquén, 15-19,Hombres,15415,2019
Usaquén, 15-19,Mujeres,15902,2019
Usaquén, 20-24,Hombres,16949,2019
Usaquén, 20-24,Mujeres,17700,2019
Usaquén, 25-29,Hombres,17447,2019
Usaquén, 25-29,Mujeres,18240,2019
Usaquén, 30-34,Hombres,17536,2019
Usaquén, 30-34,Mujeres,18961,2019
Usaquén, 35-39,Hombres,17570,2019
Usaquén, 35-39,Mujeres,20898,2019
Usaquén, 40-44,Hombres,16576,2019
Usaquén, 40-44,Mujeres,19520,2019
Usaquén, 45-49,Hombres,14942,2019
Usaquén, 45-49,Mujeres,17828,2019
Usaquén, 50-54,Hombres,14493,2019
Usaquén, 50-54,Mujeres,17877,2019
Usaquén, 55-59,Hombres,13823,2019
Usaquén, 55-59,Mujeres,17680,2019
Usaquén, 60-64,Hombres,11519,2019
Usaquén, 60-64,Mujeres,15388,2019
Usaquén, 65-69,Hombres,8862,2019
Usaquén, 65-69,Mujeres,12264,2019
Usaquén, 70-74,Hombres,6416,2019
Usaquén, 70-74,Mujeres,9249,2019
Usaquén, 75-79,Hombres,3900,2019
Usaquén, 75-79,Mujeres,6088,2019
Usaquén, 80 y más,Hombres,3398,2019
Usaquén, 80 y más,Mujeres,6409,2019
Chapinero, 0-4,Hombres,3231,2005
Chapinero, 0-4,Mujeres,3302,2005
Chapinero, 5-9  ,Hombres,3111,2005
Chapinero, 5-9  ,Mujeres,3190,2005
Chapinero, 10-14  ,Hombres,3400,2005
Chapinero, 10-14  ,Mujeres,3485,2005
Chapinero, 15-19,Hombres,4864,2005
Chapinero, 15-19,Mujeres,5064,2005
Chapinero, 20-24,Hombres,6466,2005
Chapinero, 20-24,Mujeres,7529,2005
Chapinero, 25-29,Hombres,6401,2005
Chapinero, 25-29,Mujeres,7437,2005
Chapinero, 30-34,Hombres,5138,2005
Chapinero, 30-34,Mujeres,6004,2005
Chapinero, 35-39,Hombres,4230,2005
Chapinero, 35-39,Mujeres,5079,2005
Chapinero, 40-44,Hombres,4078,2005
Chapinero, 40-44,Mujeres,5025,2005
Chapinero, 45-49,Hombres,3792,2005
Chapinero, 45-49,Mujeres,4812,2005
Chapinero, 50-54,Hombres,3315,2005
Chapinero, 50-54,Mujeres,4258,2005
Chapinero, 55-59,Hombres,2776,2005
Chapinero, 55-59,Mujeres,3568,2005
Chapinero, 60-64,Hombres,2061,2005
Chapinero, 60-64,Mujeres,2670,2005
Chapinero, 65-69,Hombres,1566,2005
Chapinero, 65-69,Mujeres,2226,2005
Chapinero, 70-74,Hombres,1167,2005
Chapinero, 70-74,Mujeres,1730,2005
Chapinero, 75-79,Hombres,974,2005
Chapinero, 75-79,Mujeres,1545,2005
Chapinero, 80 y más,Hombres,956,2005
Chapinero, 80 y más,Mujeres,1824,2005
Chapinero, 0-4,Hombres,2999,2015
Chapinero, 0-4,Mujeres,2919,2015
Chapinero, 5-9  ,Hombres,2736,2015
Chapinero, 5-9  ,Mujeres,2674,2015
Chapinero, 10-14  ,Hombres,2958,2015
Chapinero, 10-14  ,Mujeres,2891,2015
Chapinero, 15-19,Hombres,4733,2015
Chapinero, 15-19,Mujeres,4720,2015
Chapinero, 20-24,Hombres,6586,2015
Chapinero, 20-24,Mujeres,6596,2015
Chapinero, 25-29,Hombres,6465,2015
Chapinero, 25-29,Mujeres,6572,2015
Chapinero, 30-34,Hombres,5790,2015
Chapinero, 30-34,Mujeres,6524,2015
Chapinero, 35-39,Hombres,4656,2015
Chapinero, 35-39,Mujeres,5239,2015
Chapinero, 40-44,Hombres,4155,2015
Chapinero, 40-44,Mujeres,4706,2015
Chapinero, 45-49,Hombres,4453,2015
Chapinero, 45-49,Mujeres,5182,2015
Chapinero, 50-54,Hombres,4684,2015
Chapinero, 50-54,Mujeres,5614,2015
Chapinero, 55-59,Hombres,4160,2015
Chapinero, 55-59,Mujeres,5155,2015
Chapinero, 60-64,Hombres,3179,2015
Chapinero, 60-64,Mujeres,4042,2015
Chapinero, 65-69,Hombres,2579,2015
Chapinero, 65-69,Mujeres,3352,2015
Chapinero, 70-74,Hombres,1813,2015
Chapinero, 70-74,Mujeres,2450,2015
Chapinero, 75-79,Hombres,1316,2015
Chapinero, 75-79,Mujeres,2031,2015
Chapinero, 80 y más,Hombres,1423,2015
Chapinero, 80 y más,Mujeres,2518,2015
Chapinero, 0-4,Hombres,2399,2019
Chapinero, 0-4,Mujeres,2237,2019
Chapinero, 5-9  ,Hombres,2814,2019
Chapinero, 5-9  ,Mujeres,2542,2019
Chapinero, 10-14  ,Hombres,3491,2019
Chapinero, 10-14  ,Mujeres,3120,2019
Chapinero, 15-19,Hombres,3874,2019
Chapinero, 15-19,Mujeres,3671,2019
Chapinero, 20-24,Hombres,4233,2019
Chapinero, 20-24,Mujeres,4051,2019
Chapinero, 25-29,Hombres,4570,2019
Chapinero, 25-29,Mujeres,4369,2019
Chapinero, 30-34,Hombres,5421,2019
Chapinero, 30-34,Mujeres,5365,2019
Chapinero, 35-39,Hombres,5634,2019
Chapinero, 35-39,Mujeres,6113,2019
Chapinero, 40-44,Hombres,4973,2019
Chapinero, 40-44,Mujeres,5344,2019
Chapinero, 45-49,Hombres,4185,2019
Chapinero, 45-49,Mujeres,4550,2019
Chapinero, 50-54,Hombres,3845,2019
Chapinero, 50-54,Mujeres,4324,2019
Chapinero, 55-59,Hombres,3880,2019
Chapinero, 55-59,Mujeres,4516,2019
Chapinero, 60-64,Hombres,3514,2019
Chapinero, 60-64,Mujeres,4265,2019
Chapinero, 65-69,Hombres,2907,2019
Chapinero, 65-69,Mujeres,3649,2019
Chapinero, 70-74,Hombres,2177,2019
Chapinero, 70-74,Mujeres,2843,2019
Chapinero, 75-79,Hombres,1346,2019
Chapinero, 75-79,Mujeres,1906,2019
Chapinero, 80 y más,Hombres,1329,2019
Chapinero, 80 y más,Mujeres,2293,2019
Santa Fe, 0-4,Hombres,5125,2005
Santa Fe, 0-4,Mujeres,4541,2005
Santa Fe, 5-9  ,Hombres,5209,2005
Santa Fe, 5-9  ,Mujeres,4638,2005
Santa Fe, 10-14  ,Hombres,5387,2005
Santa Fe, 10-14  ,Mujeres,4794,2005
Santa Fe, 15-19,Hombres,5237,2005
Santa Fe, 15-19,Mujeres,4731,2005
Santa Fe, 20-24,Hombres,5295,2005
Santa Fe, 20-24,Mujeres,5306,2005
Santa Fe, 25-29,Hombres,4830,2005
Santa Fe, 25-29,Mujeres,4830,2005
Santa Fe, 30-34,Hombres,4032,2005
Santa Fe, 30-34,Mujeres,4052,2005
Santa Fe, 35-39,Hombres,3834,2005
Santa Fe, 35-39,Mujeres,3951,2005
Santa Fe, 40-44,Hombres,3534,2005
Santa Fe, 40-44,Mujeres,3733,2005
Santa Fe, 45-49,Hombres,3036,2005
Santa Fe, 45-49,Mujeres,3293,2005
Santa Fe, 50-54,Hombres,2531,2005
Santa Fe, 50-54,Mujeres,2775,2005
Santa Fe, 55-59,Hombres,1965,2005
Santa Fe, 55-59,Mujeres,2157,2005
Santa Fe, 60-64,Hombres,1497,2005
Santa Fe, 60-64,Mujeres,1655,2005
Santa Fe, 65-69,Hombres,1150,2005
Santa Fe, 65-69,Mujeres,1382,2005
Santa Fe, 70-74,Hombres,896,2005
Santa Fe, 70-74,Mujeres,1121,2005
Santa Fe, 75-79,Hombres,667,2005
Santa Fe, 75-79,Mujeres,886,2005
Santa Fe, 80 y más,Hombres,542,2005
Santa Fe, 80 y más,Mujeres,851,2005
Santa Fe, 0-4,Hombres,4473,2015
Santa Fe, 0-4,Mujeres,3915,2015
Santa Fe, 5-9  ,Hombres,4317,2015
Santa Fe, 5-9  ,Mujeres,3786,2015
Santa Fe, 10-14  ,Hombres,4415,2015
Santa Fe, 10-14  ,Mujeres,3877,2015
Santa Fe, 15-19,Hombres,4800,2015
Santa Fe, 15-19,Mujeres,4295,2015
Santa Fe, 20-24,Hombres,5039,2015
Santa Fe, 20-24,Mujeres,4528,2015
Santa Fe, 25-29,Hombres,4562,2015
Santa Fe, 25-29,Mujeres,4157,2015
Santa Fe, 30-34,Hombres,4272,2015
Santa Fe, 30-34,Mujeres,4290,2015
Santa Fe, 35-39,Hombres,3960,2015
Santa Fe, 35-39,Mujeres,3971,2015
Santa Fe, 40-44,Hombres,3373,2015
Santa Fe, 40-44,Mujeres,3403,2015
Santa Fe, 45-49,Hombres,3336,2015
Santa Fe, 45-49,Mujeres,3452,2015
Santa Fe, 50-54,Hombres,3351,2015
Santa Fe, 50-54,Mujeres,3563,2015
Santa Fe, 55-59,Hombres,2764,2015
Santa Fe, 55-59,Mujeres,3036,2015
Santa Fe, 60-64,Hombres,2171,2015
Santa Fe, 60-64,Mujeres,2439,2015
Santa Fe, 65-69,Hombres,1767,2015
Santa Fe, 65-69,Mujeres,2028,2015
Santa Fe, 70-74,Hombres,1299,2015
Santa Fe, 70-74,Mujeres,1545,2015
Santa Fe, 75-79,Hombres,841,2015
Santa Fe, 75-79,Mujeres,1135,2015
Santa Fe, 80 y más,Hombres,749,2015
Santa Fe, 80 y más,Mujeres,1144,2015
Santa Fe, 0-4,Hombres,3406,2019
Santa Fe, 0-4,Mujeres,3207,2019
Santa Fe, 5-9  ,Hombres,3452,2019
Santa Fe, 5-9  ,Mujeres,3215,2019
Santa Fe, 10-14  ,Hombres,3554,2019
Santa Fe, 10-14  ,Mujeres,3241,2019
Santa Fe, 15-19,Hombres,3698,2019
Santa Fe, 15-19,Mujeres,3220,2019
Santa Fe, 20-24,Hombres,3825,2019
Santa Fe, 20-24,Mujeres,3374,2019
Santa Fe, 25-29,Hombres,3857,2019
Santa Fe, 25-29,Mujeres,3402,2019
Santa Fe, 30-34,Hombres,3613,2019
Santa Fe, 30-34,Mujeres,3287,2019
Santa Fe, 35-39,Hombres,3518,2019
Santa Fe, 35-39,Mujeres,3497,2019
Santa Fe, 40-44,Hombres,3159,2019
Santa Fe, 40-44,Mujeres,3109,2019
Santa Fe, 45-49,Hombres,2752,2019
Santa Fe, 45-49,Mujeres,2740,2019
Santa Fe, 50-54,Hombres,2725,2019
Santa Fe, 50-54,Mujeres,2798,2019
Santa Fe, 55-59,Hombres,2534,2019
Santa Fe, 55-59,Mujeres,2685,2019
Santa Fe, 60-64,Hombres,2166,2019
Santa Fe, 60-64,Mujeres,2384,2019
Santa Fe, 65-69,Hombres,1738,2019
Santa Fe, 65-69,Mujeres,1972,2019
Santa Fe, 70-74,Hombres,1224,2019
Santa Fe, 70-74,Mujeres,1443,2019
Santa Fe, 75-79,Hombres,782,2019
Santa Fe, 75-79,Mujeres,997,2019
Santa Fe, 80 y más,Hombres,760,2019
Santa Fe, 80 y más,Mujeres,1156,2019
San Cristóbal, 0-4,Hombres,20369,2005
San Cristóbal, 0-4,Mujeres,19276,2005
San Cristóbal, 5-9  ,Hombres,21472,2005
San Cristóbal, 5-9  ,Mujeres,20396,2005
San Cristóbal, 10-14  ,Hombres,22485,2005
San Cristóbal, 10-14  ,Mujeres,21348,2005
San Cristóbal, 15-19,Hombres,20253,2005
San Cristóbal, 15-19,Mujeres,19522,2005
San Cristóbal, 20-24,Hombres,18332,2005
San Cristóbal, 20-24,Mujeres,19671,2005
San Cristóbal, 25-29,Hombres,16515,2005
San Cristóbal, 25-29,Mujeres,17686,2005
San Cristóbal, 30-34,Hombres,14556,2005
San Cristóbal, 30-34,Mujeres,15672,2005
San Cristóbal, 35-39,Hombres,14678,2005
San Cristóbal, 35-39,Mujeres,16220,2005
San Cristóbal, 40-44,Hombres,13283,2005
San Cristóbal, 40-44,Mujeres,15052,2005
San Cristóbal, 45-49,Hombres,10349,2005
San Cristóbal, 45-49,Mujeres,12055,2005
San Cristóbal, 50-54,Hombres,7825,2005
San Cristóbal, 50-54,Mujeres,9218,2005
San Cristóbal, 55-59,Hombres,6006,2005
San Cristóbal, 55-59,Mujeres,7086,2005
San Cristóbal, 60-64,Hombres,4570,2005
San Cristóbal, 60-64,Mujeres,5428,2005
San Cristóbal, 65-69,Hombres,3318,2005
San Cristóbal, 65-69,Mujeres,4306,2005
San Cristóbal, 70-74,Hombres,2436,2005
San Cristóbal, 70-74,Mujeres,3290,2005
San Cristóbal, 75-79,Hombres,1576,2005
San Cristóbal, 75-79,Mujeres,2269,2005
San Cristóbal, 80 y más,Hombres,1156,2005
San Cristóbal, 80 y más,Mujeres,1979,2005
San Cristóbal, 0-4,Hombres,17868,2015
San Cristóbal, 0-4,Mujeres,16790,2015
San Cristóbal, 5-9  ,Hombres,17828,2015
San Cristóbal, 5-9  ,Mujeres,16800,2015
San Cristóbal, 10-14  ,Hombres,18465,2015
San Cristóbal, 10-14  ,Mujeres,17415,2015
San Cristóbal, 15-19,Hombres,18600,2015
San Cristóbal, 15-19,Mujeres,17892,2015
San Cristóbal, 20-24,Hombres,17532,2015
San Cristóbal, 20-24,Mujeres,16934,2015
San Cristóbal, 25-29,Hombres,15672,2015
San Cristóbal, 25-29,Mujeres,15360,2015
San Cristóbal, 30-34,Hombres,15443,2015
San Cristóbal, 30-34,Mujeres,16739,2015
San Cristóbal, 35-39,Hombres,15193,2015
San Cristóbal, 35-39,Mujeres,16446,2015
San Cristóbal, 40-44,Hombres,12714,2015
San Cristóbal, 40-44,Mujeres,13850,2015
San Cristóbal, 45-49,Hombres,11398,2015
San Cristóbal, 45-49,Mujeres,12754,2015
San Cristóbal, 50-54,Hombres,10375,2015
San Cristóbal, 50-54,Mujeres,11942,2015
San Cristóbal, 55-59,Hombres,8453,2015
San Cristóbal, 55-59,Mujeres,10060,2015
San Cristóbal, 60-64,Hombres,6622,2015
San Cristóbal, 60-64,Mujeres,8079,2015
San Cristóbal, 65-69,Hombres,5115,2015
San Cristóbal, 65-69,Mujeres,6372,2015
San Cristóbal, 70-74,Hombres,3536,2015
San Cristóbal, 70-74,Mujeres,4575,2015
San Cristóbal, 75-79,Hombres,1986,2015
San Cristóbal, 75-79,Mujeres,2933,2015
San Cristóbal, 80 y más,Hombres,1596,2015
San Cristóbal, 80 y más,Mujeres,2688,2015
San Cristóbal, 0-4,Hombres,16798,2019
San Cristóbal, 0-4,Mujeres,15937,2019
San Cristóbal, 5-9  ,Hombres,16549,2019
San Cristóbal, 5-9  ,Mujeres,15761,2019
San Cristóbal, 10-14  ,Hombres,16063,2019
San Cristóbal, 10-14  ,Mujeres,15418,2019
San Cristóbal, 15-19,Hombres,15832,2019
San Cristóbal, 15-19,Mujeres,15366,2019
San Cristóbal, 20-24,Hombres,16350,2019
San Cristóbal, 20-24,Mujeres,16059,2019
San Cristóbal, 25-29,Hombres,16615,2019
San Cristóbal, 25-29,Mujeres,16349,2019
San Cristóbal, 30-34,Hombres,14900,2019
San Cristóbal, 30-34,Mujeres,15119,2019
San Cristóbal, 35-39,Hombres,13634,2019
San Cristóbal, 35-39,Mujeres,15195,2019
San Cristóbal, 40-44,Hombres,12118,2019
San Cristóbal, 40-44,Mujeres,13362,2019
San Cristóbal, 45-49,Hombres,10635,2019
San Cristóbal, 45-49,Mujeres,11877,2019
San Cristóbal, 50-54,Hombres,10535,2019
San Cristóbal, 50-54,Mujeres,12143,2019
San Cristóbal, 55-59,Hombres,9249,2019
San Cristóbal, 55-59,Mujeres,11030,2019
San Cristóbal, 60-64,Hombres,7063,2019
San Cristóbal, 60-64,Mujeres,8779,2019
San Cristóbal, 65-69,Hombres,5156,2019
San Cristóbal, 65-69,Mujeres,6623,2019
San Cristóbal, 70-74,Hombres,3613,2019
San Cristóbal, 70-74,Mujeres,4831,2019
San Cristóbal, 75-79,Hombres,2295,2019
San Cristóbal, 75-79,Mujeres,3317,2019
San Cristóbal, 80 y más,Hombres,1973,2019
San Cristóbal, 80 y más,Mujeres,3401,2019
Usme, 0-4,Hombres,16637,2005
Usme, 0-4,Mujeres,15600,2005
Usme, 5-9  ,Hombres,17636,2005
Usme, 5-9  ,Mujeres,16604,2005
Usme, 10-14  ,Hombres,18128,2005
Usme, 10-14  ,Mujeres,17057,2005
Usme, 15-19,Hombres,15795,2005
Usme, 15-19,Mujeres,15088,2005
Usme, 20-24,Hombres,13942,2005
Usme, 20-24,Mujeres,14817,2005
Usme, 25-29,Hombres,11911,2005
Usme, 25-29,Mujeres,12635,2005
Usme, 30-34,Hombres,10214,2005
Usme, 30-34,Mujeres,10893,2005
Usme, 35-39,Hombres,10007,2005
Usme, 35-39,Mujeres,10951,2005
Usme, 40-44,Hombres,9171,2005
Usme, 40-44,Mujeres,10291,2005
Usme, 45-49,Hombres,7559,2005
Usme, 45-49,Mujeres,8719,2005
Usme, 50-54,Hombres,5674,2005
Usme, 50-54,Mujeres,6620,2005
Usme, 55-59,Hombres,3827,2005
Usme, 55-59,Mujeres,4471,2005
Usme, 60-64,Hombres,2600,2005
Usme, 60-64,Mujeres,3058,2005
Usme, 65-69,Hombres,1704,2005
Usme, 65-69,Mujeres,2188,2005
Usme, 70-74,Hombres,1177,2005
Usme, 70-74,Mujeres,1572,2005
Usme, 75-79,Hombres,726,2005
Usme, 75-79,Mujeres,1031,2005
Usme, 80 y más,Hombres,490,2005
Usme, 80 y más,Mujeres,828,2005
Usme, 0-4,Hombres,21659,2015
Usme, 0-4,Mujeres,20143,2015
Usme, 5-9  ,Hombres,21743,2015
Usme, 5-9  ,Mujeres,20274,2015
Usme, 10-14  ,Hombres,22105,2015
Usme, 10-14  ,Mujeres,20630,2015
Usme, 15-19,Hombres,21540,2015
Usme, 15-19,Mujeres,20500,2015
Usme, 20-24,Hombres,19784,2015
Usme, 20-24,Mujeres,18907,2015
Usme, 25-29,Hombres,16778,2015
Usme, 25-29,Mujeres,16268,2015
Usme, 30-34,Hombres,16092,2015
Usme, 30-34,Mujeres,17247,2015
Usme, 35-39,Hombres,15379,2015
Usme, 35-39,Mujeres,16459,2015
Usme, 40-44,Hombres,13034,2015
Usme, 40-44,Mujeres,14037,2015
Usme, 45-49,Hombres,12363,2015
Usme, 45-49,Mujeres,13673,2015
Usme, 50-54,Hombres,11174,2015
Usme, 50-54,Mujeres,12712,2015
Usme, 55-59,Hombres,8002,2015
Usme, 55-59,Mujeres,9411,2015
Usme, 60-64,Hombres,5594,2015
Usme, 60-64,Mujeres,6742,2015
Usme, 65-69,Hombres,3898,2015
